Year,Month,ProvinceID,ProvinceName,Tmax,Tmin
2019,5,27,สระแก้ว,39.3,24.4
2019,5,30,นครราชสีมา,41,22.4
2019,5,31,บุรีรัมย์,39.7,22.2
2019,5,32,สุรินทร์,39.9,22.6
2019,5,33,ศรีสะเกษ,39.9,23.3
2019,5,34,อุบลราชธานี,40.9,23
2019,5,36,ชัยภูมิ,41.2,22.4
2019,5,40,ขอนแก่น,41.5,23.5
2019,5,41,อุดรธานี,40.4,24
2019,5,42,เลย,42.2,23.7
2019,5,43,หนองคาย,40.3,24
2019,5,44,มหาสารคาม,42,24
2019,5,45,ร้อยเอ็ด,39.4,24.6
2019,5,46,กาฬสินธุ์,41.2,24
2019,5,47,สกลนคร,38,23.7
2019,5,48,นครพนม,37,23.8
2019,5,49,มุกดาหาร,40,23.9
2019,5,50,เชียงใหม่,41,16
2019,5,51,ลำพูน,40.8,22.7
2019,5,52,ลำปาง,42.2,20
2019,5,53,อุตรดิตถ์,43,24.5
2019,5,54,แพร่,42,21.7
2019,5,55,น่าน,42.5,22.2
2019,5,56,พะเยา,40,21.5
2019,5,57,เชียงราย,42,23
2019,5,58,แม่ฮ่องสอน,42.6,20.9
2019,5,60,นครสวรรค์,42.5,23.2
2019,5,62,กำแพงเพชร,40.9,24.1
2019,5,63,ตาก,41.5,19.8
2019,5,64,สุโขทัย,42.5,23.4
2019,5,65,พิษณุโลก,40.8,22.9
2019,5,66,พิจิตร,40.1,24
2019,5,67,เพชรบูรณ์,42.2,23.4
2019,5,70,ราชบุรี,40.4,24
2019,5,71,กาญจนบุรี,41,21.7
2019,5,72,สุพรรณบุรี,41.7,23.5
2019,5,73,นครปฐม,40.1,23.6
2019,5,76,เพชรบุรี,38.4,24.1
2019,5,77,ประจวบคีรีขันธ์,38.9,22.7
2019,5,80,นครศรีธรรมราช,37,23.3
2019,5,81,กระบี่,34.8,22.7
2019,5,82,พังงา,33.4,23.2
2019,5,83,ภูเก็ต,36.7,21.6
2019,5,84,สุราษฎร์ธานี,39,22.8
2019,5,85,ระนอง,35.5,24
2019,5,86,ชุมพร,38.3,24
2019,5,90,สงขลา,38.4,22.7
2019,5,91,สตูล,35.6,23.4
2019,5,92,ตรัง,36,23.3
2019,5,93,พัทลุง,37.1,23.8
2019,5,94,ปัตตานี,36.1,24
2019,5,95,ยะลา,37.7,24
2019,5,96,นราธิวาส,36.4,24.3
2019,6,10,กรุงเทพมหานคร,38.3,24.5
2019,6,11,สมุทรปราการ,34.4,24.6
2019,6,13,ปทุมธานี,38.5,25
2019,6,14,พระนครศรีอยุธยา,38.2,24.2
2019,6,16,ลพบุรี,40.5,24.1
2019,6,18,ชัยนาท,37.8,24.5
2019,6,20,ชลบุรี,36.5,23.4
2019,6,21,ระยอง,36,24.7
2019,6,22,จันทบุรี,35.4,24
2019,6,23,ตราด,34.3,23.6
2019,6,24,ฉะเชิงเทรา,37,23.5
2019,6,25,ปราจีนบุรี,37.8,23.9
2019,6,27,สระแก้ว,38,24.1
2019,6,30,นครราชสีมา,39,22.6
2019,6,31,บุรีรัมย์,37.6,22.7
2019,6,32,สุรินทร์,37.8,22.8
2019,6,33,ศรีสะเกษ,37,23.8
2019,6,34,อุบลราชธานี,36.9,24
2019,6,36,ชัยภูมิ,39.7,24.4
2019,6,40,ขอนแก่น,39,24
2019,6,41,อุดรธานี,37.1,23.8
2019,6,42,เลย,38.7,24.2
2019,6,43,หนองคาย,37.5,23.6
2019,6,44,มหาสารคาม,39.5,24
2019,6,45,ร้อยเอ็ด,37.7,24
2019,6,46,กาฬสินธุ์,38.7,23.9
2019,6,47,สกลนคร,36.5,23.5
2019,6,48,นครพนม,36.6,23.3
2019,6,49,มุกดาหาร,37.5,24.1
2019,6,50,เชียงใหม่,38.3,17.5
2019,6,51,ลำพูน,38.5,24.5
2019,6,52,ลำปาง,39.5,23.5
2019,6,53,อุตรดิตถ์,38.6,25.1
2019,6,54,แพร่,37.9,23.5
2019,6,55,น่าน,39.1,23
2019,6,56,พะเยา,38.5,23.5
2019,6,57,เชียงราย,38,23.2
2019,6,58,แม่ฮ่องสอน,38,22.5
2019,6,60,นครสวรรค์,37.7,24
2019,6,62,กำแพงเพชร,37.8,24.4
2019,6,63,ตาก,39.1,19.7
2019,6,64,สุโขทัย,38.6,23.4
2019,6,65,พิษณุโลก,37.5,23.3
2019,6,66,พิจิตร,38,24.5
2019,6,67,เพชรบูรณ์,39.2,23.4
2019,6,70,ราชบุรี,37.4,24.7
2019,6,71,กาญจนบุรี,38,22.1
2019,6,72,สุพรรณบุรี,38.8,24.6
2019,6,73,นครปฐม,37.3,24
2019,6,76,เพชรบุรี,37.2,24.9
2019,6,77,ประจวบคีรีขันธ์,37.3,22.5
2019,6,80,นครศรีธรรมราช,37.1,23.5
2019,6,81,กระบี่,34.8,22.7
2019,6,82,พังงา,34.3,23.5
2019,6,83,ภูเก็ต,35.7,22.2
2019,6,84,สุราษฎร์ธานี,36.3,22.6
2019,6,85,ระนอง,34.5,24.2
2019,6,86,ชุมพร,35.9,23.5
2019,6,90,สงขลา,36.7,22.3
2019,6,91,สตูล,34.6,22.8
2019,6,92,ตรัง,35.7,23.4
2019,6,93,พัทลุง,36.7,24.3
2019,6,94,ปัตตานี,36.4,23.9
2019,6,95,ยะลา,36.4,22.6
2019,6,96,นราธิวาส,35.2,
2019,7,10,กรุงเทพมหานคร,36.7,23.8
2019,7,11,สมุทรปราการ,33.1,23.9
2019,7,13,ปทุมธานี,38.1,24.3
2019,7,14,พระนครศรีอยุธยา,36.7,23.3
2019,7,16,ลพบุรี,38.4,23.1
2019,7,18,ชัยนาท,37.8,24
2019,7,20,ชลบุรี,38.1,23.8
2019,7,21,ระยอง,35.9,24.9
2019,7,22,จันทบุรี,34.4,22.5
2019,7,23,ตราด,33.8,22.8
2019,7,24,ฉะเชิงเทรา,36.2,22.1
2019,7,25,ปราจีนบุรี,37.1,23.7
2019,7,27,สระแก้ว,36.2,23
2019,7,30,นครราชสีมา,38.5,21
2019,7,31,บุรีรัมย์,38.8,22.1
2019,7,32,สุรินทร์,38,22.2
2019,7,33,ศรีสะเกษ,37.6,22.7
2019,7,34,อุบลราชธานี,36.4,22.5
2019,7,36,ชัยภูมิ,39.1,22.2
2019,7,40,ขอนแก่น,39.2,22.6
2019,7,41,อุดรธานี,37.7,23.4
2019,7,42,เลย,38.4,21.8
2019,7,43,หนองคาย,37.8,23.5
2019,7,44,มหาสารคาม,38.5,23.6
2019,7,45,ร้อยเอ็ด,37.8,23.5
2019,7,46,กาฬสินธุ์,39.2,23
2019,7,47,สกลนคร,36.5,22.5
2019,7,48,นครพนม,35.5,22.9
2019,7,49,มุกดาหาร,37,23.5
2019,7,50,เชียงใหม่,39.5,16.5
2019,7,51,ลำพูน,40.2,23.2
2019,7,52,ลำปาง,40.4,22.7
2019,7,53,อุตรดิตถ์,39.5,23
2019,7,54,แพร่,38.7,22.6
2019,7,55,น่าน,39.5,21.5
2019,7,56,พะเยา,38,21.3
2019,7,57,เชียงราย,38.5,22.4
2019,7,58,แม่ฮ่องสอน,37.5,21.4
2019,7,60,นครสวรรค์,37.3,23.5
2019,7,62,กำแพงเพชร,38.4,23.8
2019,7,63,ตาก,39.9,18.2
2019,7,64,สุโขทัย,38.8,21.6
2019,7,65,พิษณุโลก,37.5,23.6
2019,7,66,พิจิตร,37,23.4
2019,7,67,เพชรบูรณ์,38.6,22.5
2019,7,70,ราชบุรี,36.8,23.7
2019,7,71,กาญจนบุรี,37.7,21.1
2019,7,72,สุพรรณบุรี,37.9,23.5
2019,7,73,นครปฐม,37.7,23.5
2019,7,76,เพชรบุรี,36.8,24.4
2019,7,77,ประจวบคีรีขันธ์,37.9,21.8
2019,7,80,นครศรีธรรมราช,37.3,22.5
2019,7,81,กระบี่,34.4,21.7
2019,7,82,พังงา,34,22.4
2019,7,83,ภูเก็ต,35.4,20.9
2019,7,84,สุราษฎร์ธานี,38,22.3
2019,7,85,ระนอง,33.7,24
2019,7,86,ชุมพร,36,23
2019,7,90,สงขลา,37,21
2019,7,91,สตูล,34.7,21.8
2019,7,92,ตรัง,35.3,22.9
2019,7,93,พัทลุง,36.4,23
2019,7,94,ปัตตานี,35.4,21.7
2019,7,95,ยะลา,35.7,21.9
2019,7,96,นราธิวาส,35.5,
2019,8,10,กรุงเทพมหานคร,37.1,23.2
2019,8,11,สมุทรปราการ,32.2,25.5
2019,8,13,ปทุมธานี,37.5,25
2019,8,14,พระนครศรีอยุธยา,36,23.1
2019,8,16,ลพบุรี,35.8,22.7
2019,8,18,ชัยนาท,35.6,23.8
2019,8,20,ชลบุรี,35.8,24
2019,8,21,ระยอง,34.8,24
2019,8,22,จันทบุรี,33.3,23.5
2019,8,23,ตราด,34,21.5
2019,8,24,ฉะเชิงเทรา,35.5,23
2019,8,25,ปราจีนบุรี,35.6,24
2019,8,27,สระแก้ว,36,23.5
2019,8,30,นครราชสีมา,36.7,22.2
2019,8,31,บุรีรัมย์,38.5,22.6
2019,8,32,สุรินทร์,36,22.8
2019,8,33,ศรีสะเกษ,34.8,22
2019,8,34,อุบลราชธานี,35,22.2
2019,8,36,ชัยภูมิ,35.9,22.4
2019,8,40,ขอนแก่น,36.9,22.5
2019,8,41,อุดรธานี,35.4,23.5
2019,8,42,เลย,35.6,23.3
2019,8,43,หนองคาย,35.8,23.2
2019,8,44,มหาสารคาม,36.7,22.5
2019,8,45,ร้อยเอ็ด,35.8,23.7
2019,8,46,กาฬสินธุ์,36.6,22.8
2019,8,47,สกลนคร,35.8,23
2019,8,48,นครพนม,34.2,23.3
2019,8,49,มุกดาหาร,35,22.5
2019,8,50,เชียงใหม่,35.3,17.4
2019,8,51,ลำพูน,35.6,23
2019,8,52,ลำปาง,35.9,23
2019,8,53,อุตรดิตถ์,35.3,23.9
2019,8,54,แพร่,34.7,23.1
2019,8,55,น่าน,35.4,21.8
2019,8,56,พะเยา,34.5,22.5
2019,8,57,เชียงราย,34.4,22.5
2019,8,58,แม่ฮ่องสอน,34.5,21.5
2019,8,60,นครสวรรค์,35.5,23.2
2019,8,62,กำแพงเพชร,34.7,23.9
2019,8,63,ตาก,35.6,17.4
2019,8,64,สุโขทัย,35.3,22.6
2019,8,65,พิษณุโลก,34.6,23.8
2019,8,66,พิจิตร,34.9,24
2019,8,67,เพชรบูรณ์,35.3,23
2019,8,70,ราชบุรี,34.9,24.4
2019,8,71,กาญจนบุรี,37.5,23
2019,8,72,สุพรรณบุรี,37,23.9
2019,8,73,นครปฐม,35.6,23.2
2019,8,76,เพชรบุรี,35.2,24.3
2019,8,77,ประจวบคีรีขันธ์,38,22.5
2019,8,80,นครศรีธรรมราช,37,22.5
2019,8,81,กระบี่,34,22
2019,8,82,พังงา,32.6,22.7
2019,8,83,ภูเก็ต,35.1,21.6
2019,8,84,สุราษฎร์ธานี,36,22
2019,8,85,ระนอง,33.1,22.9
2019,8,86,ชุมพร,34.6,23
2019,8,90,สงขลา,36.9,21
2019,8,91,สตูล,34.6,22.6
2019,8,92,ตรัง,34.6,22.7
2019,8,93,พัทลุง,35.8,23.3
2019,8,94,ปัตตานี,35.7,23
2019,8,95,ยะลา,35.5,22.2
2019,8,96,นราธิวาส,36,
2019,9,10,กรุงเทพมหานคร,36.7,22.3
2019,9,11,สมุทรปราการ,33.4,23.9
2019,9,13,ปทุมธานี,37.5,24
2019,9,14,พระนครศรีอยุธยา,35.6,22.7
2019,9,16,ลพบุรี,36.4,22.1
2019,9,18,ชัยนาท,35.8,23
2019,9,20,ชลบุรี,37.5,23.5
2019,9,21,ระยอง,35.4,23.8
2019,9,22,จันทบุรี,36,23
2019,9,23,ตราด,33.2,22.6
2019,9,24,ฉะเชิงเทรา,35.6,23.1
2019,9,25,ปราจีนบุรี,36.2,23.5
2019,9,27,สระแก้ว,35,23.5
2019,9,30,นครราชสีมา,35.2,20.3
2019,9,31,บุรีรัมย์,34.8,21.2
2019,9,32,สุรินทร์,34.1,22
2019,9,33,ศรีสะเกษ,34.6,22.5
2019,9,34,อุบลราชธานี,34.2,22
2019,9,36,ชัยภูมิ,34.7,22
2019,9,40,ขอนแก่น,35.1,21.6
2019,9,41,อุดรธานี,34.8,21.8
2019,9,42,เลย,35.6,20.8
2019,9,43,หนองคาย,35.4,23.3
2019,9,44,มหาสารคาม,35.8,21.8
2019,9,45,ร้อยเอ็ด,34.4,22.7
2019,9,46,กาฬสินธุ์,34.7,21.8
2019,9,47,สกลนคร,34.3,21.6
2019,9,48,นครพนม,35,21.1
2019,9,49,มุกดาหาร,34.9,22
2019,9,50,เชียงใหม่,36.3,15.3
2019,9,51,ลำพูน,35.6,22.6
2019,9,52,ลำปาง,36.3,21.3
2019,9,53,อุตรดิตถ์,37.5,23.9
2019,9,54,แพร่,37,22.5
2019,9,55,น่าน,37,19.4
2019,9,56,พะเยา,35,20.5
2019,9,57,เชียงราย,34.8,20.1
2019,9,58,แม่ฮ่องสอน,37.2,20.4
2019,9,60,นครสวรรค์,36.5,22.7
2019,9,62,กำแพงเพชร,35.4,23.4
2019,9,63,ตาก,36.2,17.3
2019,9,64,สุโขทัย,36.5,22.8
2019,9,65,พิษณุโลก,34.6,24
2019,9,66,พิจิตร,35.5,23.8
2019,9,67,เพชรบูรณ์,36.9,22
2019,9,70,ราชบุรี,35.5,23.5
2019,9,71,กาญจนบุรี,36.5,21.7
2019,9,72,สุพรรณบุรี,37,23.7
2019,9,73,นครปฐม,35.6,23.5
2019,9,76,เพชรบุรี,36.4,23.8
2019,9,77,ประจวบคีรีขันธ์,37.1,22.1
2019,9,80,นครศรีธรรมราช,35.5,22.7
2019,9,81,กระบี่,34.1,22
2019,9,82,พังงา,34.5,22.5
2019,9,83,ภูเก็ต,34.8,21.6
2019,9,84,สุราษฎร์ธานี,36.4,22
2019,9,85,ระนอง,33.9,23
2019,9,86,ชุมพร,34.7,23
2019,9,90,สงขลา,36.2,21.1
2019,9,91,สตูล,35,22.3
2019,9,92,ตรัง,35.4,22.7
2019,9,93,พัทลุง,36,23.2
2019,9,94,ปัตตานี,35.3,22.7
2019,9,95,ยะลา,35.5,22.5
2019,9,96,นราธิวาส,35.1,
2019,10,10,กรุงเทพมหานคร,37.6,22.8
2019,10,11,สมุทรปราการ,33.7,22.5
2019,10,13,ปทุมธานี,38.5,22.7
2019,10,14,พระนครศรีอยุธยา,37.1,20.3
2019,10,16,ลพบุรี,37.4,18
2019,10,18,ชัยนาท,36.3,20
2019,10,20,ชลบุรี,36.4,22.5
2019,10,21,ระยอง,34.8,22.7
2019,10,22,จันทบุรี,35.8,23.5
2019,10,23,ตราด,34.9,23
2019,10,24,ฉะเชิงเทรา,36.8,20.2
2019,10,25,ปราจีนบุรี,37.5,21.5
2019,10,27,สระแก้ว,36.5,20.7
2019,10,30,นครราชสีมา,35.8,19.3
2019,10,31,บุรีรัมย์,36.9,18.9
2019,10,32,สุรินทร์,34.8,19.3
2019,10,33,ศรีสะเกษ,36,20
2019,10,34,อุบลราชธานี,36,20.5
2019,10,36,ชัยภูมิ,36.2,21.1
2019,10,40,ขอนแก่น,36.9,18.5
2019,10,41,อุดรธานี,36.3,17.8
2019,10,42,เลย,37.4,17.2
2019,10,43,หนองคาย,36.7,20
2019,10,44,มหาสารคาม,36.4,19.4
2019,10,45,ร้อยเอ็ด,35.4,19.8
2019,10,46,กาฬสินธุ์,35.3,18.5
2019,10,47,สกลนคร,34.9,18.9
2019,10,48,นครพนม,35.2,19.1
2019,10,49,มุกดาหาร,36,19.5
2019,10,50,เชียงใหม่,36.5,16.1
2019,10,51,ลำพูน,35.6,22.2
2019,10,52,ลำปาง,37.2,20
2019,10,53,อุตรดิตถ์,38.1,22.9
2019,10,54,แพร่,36.9,20.2
2019,10,55,น่าน,37,14.6
2019,10,56,พะเยา,34.6,19.5
2019,10,57,เชียงราย,34,19.4
2019,10,58,แม่ฮ่องสอน,36.7,20.3
2019,10,60,นครสวรรค์,37.3,21.3
2019,10,62,กำแพงเพชร,36.3,22.5
2019,10,63,ตาก,37,16.6
2019,10,64,สุโขทัย,37.4,22.9
2019,10,65,พิษณุโลก,36.6,20.5
2019,10,66,พิจิตร,36.6,21.6
2019,10,67,เพชรบูรณ์,38,19.7
2019,10,70,ราชบุรี,35.3,23.1
2019,10,71,กาญจนบุรี,36.6,21.4
2019,10,72,สุพรรณบุรี,36.6,20.9
2019,10,73,นครปฐม,36.2,21.6
2019,10,76,เพชรบุรี,36.8,23.5
2019,10,77,ประจวบคีรีขันธ์,35,21.8
2019,10,80,นครศรีธรรมราช,34.7,22.5
2019,10,81,กระบี่,34.8,21.5
2019,10,82,พังงา,32.5,22.7
2019,10,83,ภูเก็ต,34.5,21.1
2019,10,84,สุราษฎร์ธานี,34.8,21.1
2019,10,85,ระนอง,33.9,23.5
2019,10,86,ชุมพร,35.5,22.7
2019,10,90,สงขลา,36.5,21
2019,10,91,สตูล,34,21.8
2019,10,92,ตรัง,34.5,22.7
2019,10,93,พัทลุง,34,23.1
2019,10,94,ปัตตานี,34.4,22.4
2019,10,95,ยะลา,34.4,21.8
2019,10,96,นราธิวาส,34.2,
2019,11,10,กรุงเทพมหานคร,37,22
2019,11,11,สมุทรปราการ,32.2,22.5
2019,11,13,ปทุมธานี,37.1,21
2019,11,14,พระนครศรีอยุธยา,36,18.3
2019,11,16,ลพบุรี,36.7,16
2019,11,18,ชัยนาท,35.5,20
2019,11,20,ชลบุรี,38.5,19.7
2019,11,21,ระยอง,35.2,21
2019,11,22,จันทบุรี,35.2,20.2
2019,11,23,ตราด,35.8,21.2
2019,11,24,ฉะเชิงเทรา,36,18
2019,11,25,ปราจีนบุรี,35.8,19
2019,11,27,สระแก้ว,35.7,19.5
2019,11,30,นครราชสีมา,35.2,15.9
2019,11,31,บุรีรัมย์,35.5,17.5
2019,11,32,สุรินทร์,35.5,17.9
2019,11,33,ศรีสะเกษ,34.6,16.7
2019,11,34,อุบลราชธานี,34.8,17.7
2019,11,36,ชัยภูมิ,36.1,17.5
2019,11,40,ขอนแก่น,35.9,17
2019,11,41,อุดรธานี,35.2,16.9
2019,11,42,เลย,35.8,15
2019,11,43,หนองคาย,35.2,18.4
2019,11,44,มหาสารคาม,35.4,17.5
2019,11,45,ร้อยเอ็ด,35.2,18.8
2019,11,46,กาฬสินธุ์,34.4,16.7
2019,11,47,สกลนคร,33.6,17
2019,11,48,นครพนม,34.4,17.7
2019,11,49,มุกดาหาร,35,18.1
2019,11,50,เชียงใหม่,34.8,14.2
2019,11,51,ลำพูน,34.1,17.4
2019,11,52,ลำปาง,36.7,15.4
2019,11,53,อุตรดิตถ์,36,20
2019,11,54,แพร่,35.7,15.6
2019,11,55,น่าน,34.8,15.5
2019,11,56,พะเยา,33.6,15.2
2019,11,57,เชียงราย,33.3,15.5
2019,11,58,แม่ฮ่องสอน,35.5,16.5
2019,11,60,นครสวรรค์,36.4,19.2
2019,11,62,กำแพงเพชร,35.4,18.3
2019,11,63,ตาก,36.9,12.4
2019,11,64,สุโขทัย,35.7,18.9
2019,11,65,พิษณุโลก,35.5,18.4
2019,11,66,พิจิตร,35.5,18.3
2019,11,67,เพชรบูรณ์,36.6,17.4
2019,11,70,ราชบุรี,34.5,20.3
2019,11,71,กาญจนบุรี,35.5,17.3
2019,11,72,สุพรรณบุรี,35.8,18.1
2019,11,73,นครปฐม,35,17.6
2019,11,76,เพชรบุรี,35,21.9
2019,11,77,ประจวบคีรีขันธ์,34.5,19.1
2019,11,80,นครศรีธรรมราช,34.5,21.7
2019,11,81,กระบี่,34.1,20.4
2019,11,82,พังงา,33.7,22.6
2019,11,83,ภูเก็ต,34.1,20.4
2019,11,84,สุราษฎร์ธานี,34.6,20.9
2019,11,85,ระนอง,33.5,21.9
2019,11,86,ชุมพร,34,20.9
2019,11,90,สงขลา,35.1,21.3
2019,11,91,สตูล,35,22.5
2019,11,92,ตรัง,35.2,23.2
2019,11,93,พัทลุง,34.7,23
2019,11,94,ปัตตานี,33.8,23
2019,11,95,ยะลา,33.6,22.6
2019,11,96,นราธิวาส,33.8,
2019,12,10,กรุงเทพมหานคร,35.5,16.6
2019,12,11,สมุทรปราการ,32.2,19.6
2019,12,13,ปทุมธานี,36.5,15.9
2019,12,14,พระนครศรีอยุธยา,36.6,15.6
2019,12,16,ลพบุรี,36.5,11.5
2019,12,18,ชัยนาท,35.2,13.8
2019,12,20,ชลบุรี,37.2,15
2019,12,21,ระยอง,34.9,17.5
2019,12,22,จันทบุรี,36.7,16.8
2019,12,23,ตราด,35,19.2
2019,12,24,ฉะเชิงเทรา,36.2,14.4
2019,12,25,ปราจีนบุรี,36,14.8
2019,12,27,สระแก้ว,38,15
2019,12,30,นครราชสีมา,35.7,12.3
2019,12,31,บุรีรัมย์,35.6,10.8
2019,12,32,สุรินทร์,35.1,11.6
2019,12,33,ศรีสะเกษ,35,12.8
2019,12,34,อุบลราชธานี,35.3,13.7
2019,12,36,ชัยภูมิ,35.4,13.2
2019,12,40,ขอนแก่น,35.3,9.4
2019,12,41,อุดรธานี,34.2,9
2019,12,42,เลย,34.5,6.8
2019,12,43,หนองคาย,33.4,10.5
2019,12,44,มหาสารคาม,35.6,11.5
2019,12,45,ร้อยเอ็ด,34.3,12.7
2019,12,46,กาฬสินธุ์,34.3,10
2019,12,47,สกลนคร,33.5,10
2019,12,48,นครพนม,33.5,10.8
2019,12,49,มุกดาหาร,34.2,12.2
2019,12,50,เชียงใหม่,33.2,6.8
2019,12,51,ลำพูน,33.5,9
2019,12,52,ลำปาง,35.6,7.5
2019,12,53,อุตรดิตถ์,36.4,13
2019,12,54,แพร่,35.4,8.2
2019,12,55,น่าน,33.6,6.1
2019,12,56,พะเยา,32.3,6.2
2019,12,57,เชียงราย,31.8,6.3
2019,12,58,แม่ฮ่องสอน,34.4,8
2019,12,60,นครสวรรค์,36.2,12.4
2019,12,62,กำแพงเพชร,35,11.4
2019,12,63,ตาก,35.9,5.5
2019,12,64,สุโขทัย,35,11.3
2019,12,65,พิษณุโลก,35.5,10.4
2019,12,66,พิจิตร,35,11.5
2019,12,67,เพชรบูรณ์,36.5,11.4
2019,12,70,ราชบุรี,35.2,16.6
2019,12,71,กาญจนบุรี,36,11.2
2019,12,72,สุพรรณบุรี,35.6,15.1
2019,12,73,นครปฐม,35,14.2
2019,12,76,เพชรบุรี,33.8,17.5
2019,12,77,ประจวบคีรีขันธ์,35.5,14.4
2019,12,80,นครศรีธรรมราช,34.5,19.9
2019,12,81,กระบี่,34.8,20.6
2019,12,82,พังงา,33.3,21.1
2019,12,83,ภูเก็ต,34.5,20.2
2019,12,84,สุราษฎร์ธานี,34.1,18.2
2019,12,85,ระนอง,33.6,20.3
2019,12,86,ชุมพร,33.1,18.8
2019,12,90,สงขลา,33,19.6
2019,12,91,สตูล,34,20.4
2019,12,92,ตรัง,33.4,20.3
2019,12,93,พัทลุง,35,22.5
2019,12,94,ปัตตานี,33.2,21.4
2019,12,95,ยะลา,33.2,20.4
2019,12,96,นราธิวาส,31.2,
2020,1,10,กรุงเทพมหานคร,37,22.7
2020,1,11,สมุทรปราการ,32.9,25
2020,1,13,ปทุมธานี,37,21.4
2020,1,14,พระนครศรีอยุธยา,37.3,19.2
2020,1,16,ลพบุรี,37.6,17.5
2020,1,18,ชัยนาท,36.3,18.3
2020,1,20,ชลบุรี,37.8,20
2020,1,21,ระยอง,34.7,20.5
2020,1,22,จันทบุรี,36.3,20
2020,1,23,ตราด,35.5,21.4
2020,1,24,ฉะเชิงเทรา,37.5,18
2020,1,25,ปราจีนบุรี,37.5,19.9
2020,1,27,สระแก้ว,37.3,18
2020,1,30,นครราชสีมา,37.2,16.5
2020,1,31,บุรีรัมย์,37.6,13.4
2020,1,32,สุรินทร์,36.4,14.5
2020,1,33,ศรีสะเกษ,36.3,14.7
2020,1,34,อุบลราชธานี,36.8,14.5
2020,1,36,ชัยภูมิ,37,17.9
2020,1,40,ขอนแก่น,37.1,14.1
2020,1,41,อุดรธานี,35.9,15.3
2020,1,42,เลย,36.5,14.4
2020,1,43,หนองคาย,35,14.4
2020,1,44,มหาสารคาม,36.7,16
2020,1,45,ร้อยเอ็ด,36,15.2
2020,1,46,กาฬสินธุ์,35.5,13.5
2020,1,47,สกลนคร,34.6,14.7
2020,1,48,นครพนม,34.8,13.6
2020,1,49,มุกดาหาร,35.5,15
2020,1,50,เชียงใหม่,34.4,9.4
2020,1,51,ลำพูน,35.6,9
2020,1,52,ลำปาง,37.6,8.5
2020,1,53,อุตรดิตถ์,36,14
2020,1,54,แพร่,36.6,9.2
2020,1,55,น่าน,36.8,6.8
2020,1,56,พะเยา,34.7,7.2
2020,1,57,เชียงราย,33.2,9
2020,1,58,แม่ฮ่องสอน,36,7.3
2020,1,60,นครสวรรค์,36.8,18
2020,1,62,กำแพงเพชร,36,14.2
2020,1,63,ตาก,37.5,7.5
2020,1,64,สุโขทัย,36,14.1
2020,1,65,พิษณุโลก,35.2,15.1
2020,1,66,พิจิตร,35.5,16.4
2020,1,67,เพชรบูรณ์,37.4,15.2
2020,1,70,ราชบุรี,35.9,18.2
2020,1,71,กาญจนบุรี,37.5,14.4
2020,1,72,สุพรรณบุรี,36.7,16.1
2020,1,73,นครปฐม,36.3,15.5
2020,1,76,เพชรบุรี,35.2,20.6
2020,1,77,ประจวบคีรีขันธ์,36.8,16.9
2020,1,80,นครศรีธรรมราช,36.5,18.8
2020,1,81,กระบี่,36.8,21.4
2020,1,82,พังงา,35.2,21
2020,1,83,ภูเก็ต,36.1,20.4
2020,1,84,สุราษฎร์ธานี,35.3,19.2
2020,1,85,ระนอง,34.9,20
2020,1,86,ชุมพร,34.1,19.8
2020,1,90,สงขลา,35.3,18.1
2020,1,91,สตูล,36.5,21
2020,1,92,ตรัง,36,20.6
2020,1,93,พัทลุง,32.7,21.5
2020,1,94,ปัตตานี,34.2,20.8
2020,1,95,ยะลา,35.2,18.6
2020,1,96,นราธิวาส,32,
2020,2,10,กรุงเทพมหานคร,38.1,22.2
2020,2,11,สมุทรปราการ,32.2,25.6
2020,2,13,ปทุมธานี,38.7,20.8
2020,2,14,พระนครศรีอยุธยา,38.6,17.6
2020,2,16,ลพบุรี,39,17.5
2020,2,18,ชัยนาท,37,18.3
2020,2,20,ชลบุรี,37.8,19.8
2020,2,21,ระยอง,35.4,22
2020,2,22,จันทบุรี,35.9,20.5
2020,2,23,ตราด,35.6,20.8
2020,2,24,ฉะเชิงเทรา,38.2,18.6
2020,2,25,ปราจีนบุรี,37.6,17.9
2020,2,27,สระแก้ว,37.8,18
2020,2,30,นครราชสีมา,38.4,16.5
2020,2,31,บุรีรัมย์,38,15.8
2020,2,32,สุรินทร์,37.4,16
2020,2,33,ศรีสะเกษ,37.3,16
2020,2,34,อุบลราชธานี,38,16
2020,2,36,ชัยภูมิ,37.7,16.5
2020,2,40,ขอนแก่น,37.9,15.2
2020,2,41,อุดรธานี,37.2,15
2020,2,42,เลย,37.8,14
2020,2,43,หนองคาย,36.7,14.6
2020,2,44,มหาสารคาม,37.5,16.4
2020,2,45,ร้อยเอ็ด,37.5,16.5
2020,2,46,กาฬสินธุ์,36.7,14.4
2020,2,47,สกลนคร,36.1,15.5
2020,2,48,นครพนม,36.9,14.7
2020,2,49,มุกดาหาร,36.8,16.1
2020,2,50,เชียงใหม่,35.6,12.7
2020,2,51,ลำพูน,36.5,14.5
2020,2,52,ลำปาง,38.4,14
2020,2,53,อุตรดิตถ์,37.7,17.8
2020,2,54,แพร่,36.8,14.8
2020,2,55,น่าน,36.5,11
2020,2,56,พะเยา,34.6,13.5
2020,2,57,เชียงราย,34,12.1
2020,2,58,แม่ฮ่องสอน,36,10.2
2020,2,60,นครสวรรค์,38,18.5
2020,2,62,กำแพงเพชร,37,17.3
